CustomerKey,Customer_ID,Customer,City,State_Province,Country_Region,Postal_Code
20708,AW00020708,Devin Thompson,Langley,British Columbia,Canada,V3A 4R2
20709,AW00020709,Samuel Evans,Mill Valley,California,United States,94941
20710,AW00020710,Andres Raje,Esher-Molesey,England,United Kingdom,EM15
20711,AW00020711,Ebony Sanz,London,England,United Kingdom,EC1R 0DU
20712,AW00020712,Colin Huang,London,England,United Kingdom,W10 6BL
20713,AW00020713,Kathleen Gill,W. York,England,United Kingdom,BD1 4SJ
20714,AW00020714,Christine Beck,Leeds,England,United Kingdom,LE18
20715,AW00020715,Henry Kapoor,Bonn,Nordrhein-Westfalen,Germany,53131
20716,AW00020716,Kristina Arun,Hannover,Nordrhein-Westfalen,Germany,30601
20717,AW00020717,Chelsea Ray,Oxford,England,United Kingdom,OX14 4SE
20718,AW00020718,Ricky Ruiz,Bury,England,United Kingdom,PE17
20719,AW00020719,Lawrence Alvarez,Salzgitter,Hessen,Germany,38231
20720,AW00020720,Regina Subram,Hamburg,Hamburg,Germany,20354
20721,AW00020721,Hailey Perry,Cheltenham,England,United Kingdom,GL50
20722,AW00020722,Kellie Serrano,Darmstadt,Hessen,Germany,64283
20723,AW00020723,Cedric Zhu,Neunkirchen,Saarland,Germany,66578
20724,AW00020724,Ebony Vance,London,England,United Kingdom,SW19 3RU
20725,AW00020725,Linda Romero,London,England,United Kingdom,W10 6BL
20726,AW00020726,Beth Romero,Berlin,Hessen,Germany,14129
20727,AW00020727,Arturo Ye,Solingen,Nordrhein-Westfalen,Germany,42651
20728,AW00020728,Cedric Chande,Tremblay-en-France,Seine Saint Denis,France,93290
20729,AW00020729,Aimee Zhou,Bonn,Nordrhein-Westfalen,Germany,53131
20730,AW00020730,Aaron Shan,Runcorn,England,United Kingdom,TY31
20731,AW00020731,Andre Kovár,Kassel,Hessen,Germany,34117
20732,AW00020732,Joshua Walker,Lynnwood,Washington,United States,98036
20733,AW00020733,Sheena Luo,Bremerton,Washington,United States,98312
20734,AW00020734,Luis Phillips,Langford,British Columbia,Canada,V9
20735,AW00020735,Caitlin Cooper,Sedro Woolley,Washington,United States,98284
20736,AW00020736,Alexandra Howard,Newton,British Columbia,Canada,V2M1P1
20737,AW00020737,Victoria Griffin,San Diego,California,United States,92102
20738,AW00020738,Alex Kelly,Puyallup,Washington,United States,98371
20739,AW00020739,Kaitlyn Carter,Olympia,Washington,United States,98501
20740,AW00020740,Kathryn Sharma,Burnaby,British Columbia,Canada,V3J 6Z3
20741,AW00020741,Jocelyn Foster,Lemon Grove,California,United States,91945
20742,AW00020742,Isabella Stewart,Lake Oswego,Oregon,United States,97034
20743,AW00020743,Arianna Howard,Beaverton,Oregon,United States,97005
20744,AW00020744,Amanda Barnes,Bellflower,California,United States,90706
20745,AW00020745,Mariah Price,Cliffside,British Columbia,Canada,V8Y 1L1
20746,AW00020746,Christina Torres,Langley,British Columbia,Canada,V3A 4R2
20747,AW00020747,Melody Vazquez,Burien,Washington,United States,98168
20748,AW00020748,Stephanie Watson,Puyallup,Washington,United States,98371
20749,AW00020749,Joan Morgan,Sedro Woolley,Washington,United States,98284
20750,AW00020750,Katherine King,Imperial Beach,California,United States,91932
20751,AW00020751,Jermaine Arthur,Bellflower,California,United States,90706
20752,AW00020752,Christian Simmons,Olympia,Washington,United States,98501
20753,AW00020753,Taylor Kelly,Olympia,Washington,United States,98501
20754,AW00020754,Ian Davis,La Jolla,California,United States,92806
20755,AW00020755,Alex Lopez,Concord,California,United States,94519
20756,AW00020756,Marcus Griffin,Newton,British Columbia,Canada,V2L3W8
20757,AW00020757,Alexia Powell,Woodburn,Oregon,United States,97071
20758,AW00020758,Jesse Sanders,Seattle,Washington,United States,98104
20759,AW00020759,Teresa Serrano,Beverly Hills,California,United States,90210
20760,AW00020760,Thomas Alexander,Royal Oak,British Columbia,Canada,V8X
20761,AW00020761,Jonathan Washington,El Cajon,California,United States,92020
20762,AW00020762,Jennifer King,San Francisco,California,United States,94109
20763,AW00020763,Lucas Carter,Lake Oswego,Oregon,United States,97034
20764,AW00020764,Christian Taylor,Royal Oak,British Columbia,Canada,V8X
20765,AW00020765,Wyatt Lopez,Lemon Grove,California,United States,91945
20766,AW00020766,Charles Morgan,Mill Valley,California,United States,94941
20767,AW00020767,Rachel Thomas,Yakima,Washington,United States,98901
20768,AW00020768,Marshall Nara,Bellflower,California,United States,90706
20769,AW00020769,Michelle Sanders,Lynnwood,Washington,United States,98036
20770,AW00020770,Carlos Mitchell,Yakima,Washington,United States,98901
20771,AW00020771,Madeline Edwards,Haney,British Columbia,Canada,V2W 1W2
20772,AW00020772,Samantha Garcia,Woodland Hills,California,United States,91364
20773,AW00020773,Natalie Rodriguez,Langford,British Columbia,Canada,V9
20774,AW00020774,Anthony Miller,Santa Cruz,California,United States,95062
20775,AW00020775,Bruce Alonso,Bremerton,Washington,United States,98312
20776,AW00020776,Haley Long,Walla Walla,Washington,United States,99362
20777,AW00020777,Carly Sharma,Beaverton,Oregon,United States,97005
20778,AW00020778,Seth Ramirez,Sedro Woolley,Washington,United States,98284
20779,AW00020779,Maria Russell,Grossmont,California,United States,91941
20780,AW00020780,Michael White,Lebanon,Oregon,United States,97355
20781,AW00020781,Kayla Lee,Langford,British Columbia,Canada,V9
20782,AW00020782,Alan Ye,Beaverton,Oregon,United States,97005
20783,AW00020783,Amanda Collins,Westminster,British Columbia,Canada,V3L 1E7
20784,AW00020784,Eduardo Walker,Burbank,California,United States,91502
20785,AW00020785,Isabella Taylor,Palo Alto,California,United States,94303
20786,AW00020786,Marcus Perez,Glendale,California,United States,91203
20787,AW00020787,Bridget Pal,Bremerton,Washington,United States,98312
20788,AW00020788,Sara Gonzalez,Burlingame,California,United States,94010
20789,AW00020789,Miguel Williams,Glendale,California,United States,91203
20790,AW00020790,Kayla Harrison,Novato,California,United States,94947
20791,AW00020791,Ryan Patterson,San Francisco,California,United States,94109
20792,AW00020792,Hailey Rivera,Langford,British Columbia,Canada,V9
20793,AW00020793,Gary Martin,Les Ulis,Essonne,France,91940
20794,AW00020794,Brenda Rana,Paris,Seine (Paris),France,75010
20795,AW00020795,Emmanuel Subram,Verrieres Le Buisson,Essonne,France,91370
20796,AW00020796,Claudia Guo,Paris,Seine (Paris),France,75005
20797,AW00020797,Dawn Hu,Croix,Nord,France,59170
20798,AW00020798,Mathew Munoz,Braunschweig,Nordrhein-Westfalen,Germany,38001
20799,AW00020799,Peter Raje,Grevenbroich,Bayern,Germany,41485
20800,AW00020800,Connor Jenkins,Bury,England,United Kingdom,PE17
20801,AW00020801,Ronald Chandra,Bracknell,England,United Kingdom,RG12 8TB
20802,AW00020802,Jon Li,Bobigny,Seine Saint Denis,France,93000
20803,AW00020803,Nicole Rodriguez,Drancy,Seine Saint Denis,France,93700
20804,AW00020804,Katelyn Torres,York,England,United Kingdom,YO15
20805,AW00020805,Brandon Williams,Hof,Bayern,Germany,95010
20806,AW00020806,James Lopez,Peterborough,England,United Kingdom,PB12
20807,AW00020807,Jordan Foster,York,England,United Kingdom,YO15
20808,AW00020808,Julie Jai,Kassel,Hessen,Germany,34117
20809,AW00020809,Benjamin Anderson,Warrington,England,United Kingdom,WA1
20810,AW00020810,Brittney He,Les Ulis,Essonne,France,91940
20811,AW00020811,Calvin Shan,Warrington,England,United Kingdom,WA3 7BH
20812,AW00020812,Preston Prasad,North Sydney,New South Wales,Australia,2055
20813,AW00020813,Michael Rothkugel,St. Leonards,New South Wales,Australia,2065
20814,AW00020814,Margaret Lu,Matraville,New South Wales,Australia,2036
20815,AW00020815,Tracy Andersen,Port Macquarie,New South Wales,Australia,2444
20816,AW00020816,Connor Ross,Port Macquarie,New South Wales,Australia,2444
20817,AW00020817,Geoffrey Rodriguez,Cranbourne,Victoria,Australia,3977
20818,AW00020818,Rachel Powell,Brisbane,Queensland,Australia,4000
20819,AW00020819,Raymond Madan,Port Macquarie,New South Wales,Australia,2444
20820,AW00020820,Kathleen Rubio,Cloverdale,South Australia,Australia,6105
20821,AW00020821,Hany Morcos,Perth,South Australia,Australia,6006
20822,AW00020822,Shannon Ruiz,Brisbane,Queensland,Australia,4000
20823,AW00020823,Troy Martinez,East Brisbane,Queensland,Australia,4169
20824,AW00020824,Derek Xu,High Wycombe,England,United Kingdom,HP10 9QY
20825,AW00020825,Pamela Kapoor,York,England,United Kingdom,YO15
20826,AW00020826,Jillian Raman,Paris,Seine (Paris),France,75017
20827,AW00020827,Jillian Perez,Paris La Defense,Hauts de Seine,France,92081
20828,AW00020828,Jaclyn Shan,Braunschweig,Nordrhein-Westfalen,Germany,38001
20829,AW00020829,Andy Diaz,Duesseldorf,Hessen,Germany,40605
20830,AW00020830,Whitney Martinez,Eilenburg,Brandenburg,Germany,04838
20831,AW00020831,Drew Xu,Münster,Saarland,Germany,48001
20832,AW00020832,Kelvin Tang,Watford,England,United Kingdom,WA3
20833,AW00020833,Douglas Sai,Frankfurt am Main,Saarland,Germany,60061
20834,AW00020834,Brenda Kapoor,Woolston,England,United Kingdom,WA1 4SY
20835,AW00020835,Ruben Gutierrez,Berlin,Nordrhein-Westfalen,Germany,14197
20836,AW00020836,Stanley Chandra,Darmstadt,Hessen,Germany,64283
20837,AW00020837,Jimmy Rubio,Berkshire,England,United Kingdom,RG11 5TP
20838,AW00020838,Chloe Jones,Stoke-on-Trent,England,United Kingdom,AS23
20839,AW00020839,Courtney Lopez,Stoke-on-Trent,England,United Kingdom,AS23
20840,AW00020840,Alison Xie,Pantin,Seine Saint Denis,France,93500
20841,AW00020841,Jésus Alonso,Frankfurt,Bayern,Germany,91480
20842,AW00020842,Tyrone Moreno,Hamburg,Hamburg,Germany,20354
20843,AW00020843,Jose Shan,Frankfurt,Hessen,Germany,60323
20844,AW00020844,Nicolas Pal,Dunkerque,Nord,France,59140
20845,AW00020845,Barry Malhotra,Eilenburg,Brandenburg,Germany,04838
20846,AW00020846,Lee Alonso,Tremblay-en-France,Seine Saint Denis,France,93290
20847,AW00020847,Kyle Young,Saarlouis,Saarland,Germany,66740
20848,AW00020848,Vincent Liu,Peterborough,England,United Kingdom,PB12
20849,AW00020849,Faith Washington,Stoke-on-Trent,England,United Kingdom,AS23
20850,AW00020850,Lance Navarro,York,England,United Kingdom,YO15
20851,AW00020851,Frank Sanz,Leeds,England,United Kingdom,LE18
20852,AW00020852,Yolanda Raje,Berkshire,England,United Kingdom,RG11 5TP
20853,AW00020853,Jarrod Rana,Courbevoie,Hauts de Seine,France,92400
20854,AW00020854,Kara Raji,Frankfurt,Hessen,Germany,60323
20855,AW00020855,Abigail Ross,Saint Germain en Laye,Yveline,France,78100
20856,AW00020856,Tiffany Hu,Leeds,England,United Kingdom,LE18
20857,AW00020857,Jerry Becker,Orly,Val de Marne,France,94310
20858,AW00020858,Damien Stone,Bobigny,Seine Saint Denis,France,93000
20859,AW00020859,Roy Romero,London,England,United Kingdom,E17 6JF
20860,AW00020860,Preston Lopez,Leipzig,Nordrhein-Westfalen,Germany,04139
20861,AW00020861,Nicolas Nara,Münster,Saarland,Germany,48001
20862,AW00020862,Marshall Sutton,London,England,United Kingdom,W1V 5RN
20863,AW00020863,Erica Xu,Oxford,England,United Kingdom,OX14 4SE
20864,AW00020864,Grace Howard,Leeds,England,United Kingdom,LE18
20865,AW00020865,Luis Ross,Kassel,Hessen,Germany,34117
20866,AW00020866,David Jones,Kirkby,England,United Kingdom,KB9
20867,AW00020867,Noah Johnson,Roubaix,Nord,France,59100
20868,AW00020868,Misty Shan,Lancaster,England,United Kingdom,LA1 1LN
20869,AW00020869,David Martinez,Newcastle upon Tyne,England,United Kingdom,NT20
20870,AW00020870,Jaime Moreno,Kassel,Hessen,Germany,34117
20871,AW00020871,Adriana Arthur,Erlangen,Bayern,Germany,91054
20872,AW00020872,Theodore Moreno,Gateshead,England,United Kingdom,GA10
20873,AW00020873,Joel Subram,Hannover,Nordrhein-Westfalen,Germany,30601
20874,AW00020874,Edwin Lal,Paderborn,Hamburg,Germany,33041
20875,AW00020875,Julia Washington,Watford,England,United Kingdom,WA3
20876,AW00020876,Jackson Alexander,Darmstadt,Hessen,Germany,64283
20877,AW00020877,Richard Ross,Tremblay-en-France,Seine Saint Denis,France,93290
20878,AW00020878,Erika Ortega,Paris,Seine (Paris),France,75002
20879,AW00020879,Pamela Sanchez,London,England,United Kingdom,EC1R 0DU
20880,AW00020880,Isabella Washington,Leeds,England,United Kingdom,LE18
20881,AW00020881,Wendy Navarro,Bury,England,United Kingdom,PE17
20882,AW00020882,Sabrina Suarez,Les Ulis,Essonne,France,91940
20883,AW00020883,Latoya Rai,Paris,Seine (Paris),France,75002
20884,AW00020884,Darren Schmidt,Bobigny,Seine Saint Denis,France,93000
20885,AW00020885,Terry Xie,Liverpool,England,United Kingdom,L4 4HB
20886,AW00020886,Bruce Raman,Gateshead,England,United Kingdom,GA10
20887,AW00020887,Damien Li,Roissy en Brie,Seine et Marne,France,77680
20888,AW00020888,Clayton Raje,Tremblay-en-France,Seine Saint Denis,France,93290
20889,AW00020889,Manuel Patel,High Wycombe,England,United Kingdom,HP10 9QY
20890,AW00020890,Clayton Anand,York,England,United Kingdom,Y024 1GF
20891,AW00020891,Darrell Anand,Colombes,Hauts de Seine,France,92700
20892,AW00020892,Henry Sara,London,England,United Kingdom,SW1P 2NU
20893,AW00020893,Robert Hall,Bottrop,Nordrhein-Westfalen,Germany,46236
20894,AW00020894,Alyssa Thomas,Dunkerque,Nord,France,59140
20895,AW00020895,Ruben Jimenez,Paris,Seine (Paris),France,75019
20896,AW00020896,Arthur Sai,Grevenbroich,Bayern,Germany,41485
20897,AW00020897,Mayra Sai,Les Ulis,Essonne,France,91940
20898,AW00020898,Grant Ferrier,Berlin,Hessen,Germany,14129
20899,AW00020899,Angela Cook,Roubaix,Nord,France,59100
20900,AW00020900,Natalie Russell,Kirkby,England,United Kingdom,KB9
20901,AW00020901,Chad Xu,Suresnes,Hauts de Seine,France,92150
20902,AW00020902,Shane Subram,Warrington,England,United Kingdom,WA1
20903,AW00020903,Robyn Diaz,Dresden,Hessen,Germany,01071
20904,AW00020904,Ebony Gomez,Billericay,England,United Kingdom,CM11
20905,AW00020905,Jessie Munoz,Sèvres,Hauts de Seine,France,92310
20906,AW00020906,Briana Ruiz,Runcorn,England,United Kingdom,TY31
20907,AW00020907,Terrence Shan,Milton Keynes,England,United Kingdom,MK8 8DF
20908,AW00020908,Wyatt Foster,Neunkirchen,Saarland,Germany,66578
20909,AW00020909,Kelly Weadock,London,England,United Kingdom,SW19 3RU
20910,AW00020910,Carolyn Malhotra,Paris,Seine (Paris),France,75009
20911,AW00020911,Katrina Raje,Paris,Seine (Paris),France,75017
20912,AW00020912,Christy Hu,Ingolstadt,Bayern,Germany,85049
20913,AW00020913,Wesley Liu,Kiel,Saarland,Germany,24044
20914,AW00020914,Gilbert Zeng,Berlin,Hessen,Germany,14129
20915,AW00020915,Latasha Carlson,Colomiers,Garonne (Haute),France,31770
20916,AW00020916,Kathleen Carlson,Hannover,Nordrhein-Westfalen,Germany,30601
20917,AW00020917,Tonya Tang,London,England,United Kingdom,E17 6JF
20918,AW00020918,Neil Ramos,Boulogne-sur-Mer,Pas de Calais,France,62200
20919,AW00020919,Gretchen Rivas,Lille,Nord,France,59000
20920,AW00020920,Jaclyn Rai,Lille,Nord,France,59000
20921,AW00020921,Melinda Carlson,Gloucestershire,England,United Kingdom,GL7 1RY
20922,AW00020922,Clayton Wagner,London,England,United Kingdom,W1V 5RN
20923,AW00020923,Isabella Powell,Hamburg,Hamburg,Germany,20354
20924,AW00020924,Alberto Sanz,Werne,Nordrhein-Westfalen,Germany,59368
20925,AW00020925,Kristin Xu,Roubaix,Nord,France,59100
20926,AW00020926,Jeffery Guo,Versailles,Yveline,France,78000
20927,AW00020927,Tammy Martinez,Dresden,Hessen,Germany,01071
20928,AW00020928,Raymond Kapoor,Mühlheim,Hamburg,Germany,63151
20929,AW00020929,Darryl Zeng,York,England,United Kingdom,Y03 4TN
20930,AW00020930,Drew Chande,Werne,Nordrhein-Westfalen,Germany,59368
20931,AW00020931,Brian Sanchez,Cheltenham,England,United Kingdom,GL50
20932,AW00020932,Cole Kelly,Dunkerque,Nord,France,59140
20933,AW00020933,Laura Li,Oxford,England,United Kingdom,OX1
20934,AW00020934,Haley Young,Lille,Nord,France,59000
20935,AW00020935,Desiree Jimenez,Paris,Seine (Paris),France,75007
20936,AW00020936,Christy Cai,Saint Ouen,Loir et Cher,France,41100
20937,AW00020937,Natalie Williams,Hof,Bayern,Germany,95010
20938,AW00020938,Carolyn Rowe,Milton Keynes,England,United Kingdom,MK8 8ZD
20939,AW00020939,Joshua Johnson,Erlangen,Bayern,Germany,91054
20940,AW00020940,Jillian Rodriguez,Colombes,Hauts de Seine,France,92700
20941,AW00020941,Arturo Guo,Saint Germain en Laye,Yveline,France,78100
20942,AW00020942,Tasha Sharma,Pantin,Seine Saint Denis,France,93500
20943,AW00020943,Brett Rana,Newcastle upon Tyne,England,United Kingdom,NT20
20944,AW00020944,Rebecca Hernandez,Chatou,Yveline,France,78400
20945,AW00020945,Roger Tang,München,Nordrhein-Westfalen,Germany,80074
20946,AW00020946,Abby Chandra,Paderborn,Hamburg,Germany,33041
20947,AW00020947,Marie Alvarez,London,England,United Kingdom,E17 6JF
20948,AW00020948,Xavier White,Versailles,Yveline,France,78000
20949,AW00020949,Sandra Liang,Cheltenham,England,United Kingdom,GL50
20950,AW00020950,Albert Suarez,Birmingham,England,United Kingdom,B29 6SL
20951,AW00020951,Darrell Jai,London,England,United Kingdom,SW8 4BG
20952,AW00020952,Micah Ye,Oxon,England,United Kingdom,OX16 8RS
20953,AW00020953,Neil Rubio,Lieusaint,Seine et Marne,France,77127
20954,AW00020954,Nathan Foster,Metz,Moselle,France,57000
20955,AW00020955,Dawn Pal,Saint Germain en Laye,Yveline,France,78100
20956,AW00020956,Kristy Alonso,Les Ulis,Essonne,France,91940
20957,AW00020957,Darren Kapoor,Roissy en Brie,Seine et Marne,France,77680
20958,AW00020958,Gerald Alonso,Sulzbach Taunus,Saarland,Germany,66272
20959,AW00020959,Ruben Arun,Saint-Denis,Seine Saint Denis,France,93400
20960,AW00020960,Darrell Beck,Paris,Seine (Paris),France,75003
20961,AW00020961,Keith Goldberg,Roncq,Nord,France,59223
20962,AW00020962,Sharon Xie,Paris,Seine (Paris),France,75009
20963,AW00020963,Teresa Dominguez,Kirkby,England,United Kingdom,KB9
20964,AW00020964,Emily Butler,Saint Germain en Laye,Yveline,France,78100
20965,AW00020965,Cynthia Subram,W. York,England,United Kingdom,BD1 4SJ
20966,AW00020966,Virginia Madan,Colomiers,Garonne (Haute),France,31770
20967,AW00020967,Casey Rowe,Bonn,Hamburg,Germany,53001
20968,AW00020968,Arturo Yuan,York,England,United Kingdom,YO15
20969,AW00020969,Ashley Foster,Drancy,Seine Saint Denis,France,93700
20970,AW00020970,Isaiah Richardson,Saarlouis,Saarland,Germany,66740
20971,AW00020971,Preston Suri,Les Ulis,Essonne,France,91940
20972,AW00020972,Francisco Vance,Birmingham,England,United Kingdom,B29 6SL
20973,AW00020973,April Andersen,London,England,United Kingdom,W1V 5RN
20974,AW00020974,George Subram,Paris,Seine (Paris),France,75013
20975,AW00020975,Jerry Andersen,Bury,England,United Kingdom,PE17
20976,AW00020976,Jaclyn Kumar,Pantin,Seine Saint Denis,France,93500
20977,AW00020977,Mario Andersen,Roubaix,Nord,France,59100
20978,AW00020978,Bruce Srini,Eilenburg,Brandenburg,Germany,04838
20979,AW00020979,Diane Jimenez,Mühlheim,Hamburg,Germany,63151
20980,AW00020980,Matthew Miller,Solingen,Nordrhein-Westfalen,Germany,42651
20981,AW00020981,Craig Romero,Berlin,Hamburg,Germany,12311
20982,AW00020982,Arthur Jiménez,York,England,United Kingdom,Y024 1GF
20983,AW00020983,Meredith Vance,East Brisbane,Queensland,Australia,4169
20984,AW00020984,Sabrina Rubio,Melton,Victoria,Australia,3337
20985,AW00020985,Autumn Liu,Sydney,New South Wales,Australia,1002
20986,AW00020986,Brandi Blanco,Brisbane,Queensland,Australia,4000
20987,AW00020987,Marshall Zeng,Matraville,New South Wales,Australia,2036
20988,AW00020988,Anna Martin,Melton,Victoria,Australia,3337
20989,AW00020989,Cassandra Sara,Sydney,New South Wales,Australia,1002
20990,AW00020990,Mayra Raman,Port Macquarie,New South Wales,Australia,2444
20991,AW00020991,Frederick Sai,Warrnambool,Victoria,Australia,3280
20992,AW00020992,Julio Serrano,Gold Coast,Queensland,Australia,4217
20993,AW00020993,Mitchell Xie,Perth,South Australia,Australia,6006
20994,AW00020994,Autumn Ma,Caloundra,Queensland,Australia,4551
20995,AW00020995,Danny Suarez,Caloundra,Queensland,Australia,4551
20996,AW00020996,Keith Shan,Hervey Bay,Queensland,Australia,4655
20997,AW00020997,Joanna Ashe,Lane Cove,New South Wales,Australia,1597
20998,AW00020998,Eugene She,Caloundra,Queensland,Australia,4551
20999,AW00020999,Carolyn Garcia,East Brisbane,Queensland,Australia,4169
21000,AW00021000,Geoffrey Perez,Darlinghurst,New South Wales,Australia,2010
21001,AW00021001,Clinton Gutierrez,Hawthorne,Queensland,Australia,4171
21002,AW00021002,Carolyn Rodriguez,North Ryde,New South Wales,Australia,2113
21003,AW00021003,Jimmy Hernandez,Pantin,Seine Saint Denis,France,93500
21004,AW00021004,Kaitlyn Campbell,Tremblay-en-France,Seine Saint Denis,France,93290
21005,AW00021005,Barbara Zhu,Suresnes,Hauts de Seine,France,92150
21006,AW00021006,Sydney Young,Frankfurt,Hessen,Germany,60323
21007,AW00021007,Nuan Ma,Paderborn,Nordrhein-Westfalen,Germany,33098
21008,AW00021008,Melody Carlson,Stuttgart,Saarland,Germany,70452
21009,AW00021009,Clinton Sandberg,Stuttgart,Saarland,Germany,70452
21010,AW00021010,Ruben Navarro,Stuttgart,Saarland,Germany,70511
21011,AW00021011,Aimee Wang,London,England,United Kingdom,W10 6BL
21012,AW00021012,Marie Vance,Bury,England,United Kingdom,PE17
21013,AW00021013,Connor Nelson,Dunkerque,Nord,France,59140
21014,AW00021014,Diana Carlson,Les Ulis,Essonne,France,91940
21015,AW00021015,Diane Hernandez,Mühlheim,Hamburg,Germany,63151
21016,AW00021016,Michele Kapoor,Berlin,Saarland,Germany,12311
21017,AW00021017,Leslie Romero,Paris,Seine (Paris),France,75008
21018,AW00021018,Sheila Serrano,Birmingham,England,United Kingdom,B29 6SL
21019,AW00021019,Monica Prasad,Roissy en Brie,Seine et Marne,France,77680
21020,AW00021020,Omar Ye,Oxon,England,United Kingdom,OX16 8RS
21021,AW00021021,Gary Serrano,Paris,Seine (Paris),France,75013
21022,AW00021022,Bianca Huang,Suresnes,Hauts de Seine,France,92150
21023,AW00021023,Cara Wang,West Sussex,England,United Kingdom,RH15 9UD
21024,AW00021024,Lori Jimenez,Paris,Seine (Paris),France,75017
21025,AW00021025,Cedric Wu,Warrington,England,United Kingdom,WA1
21026,AW00021026,Clifford Fernandez,London,England,United Kingdom,SE1 8HL
21027,AW00021027,Luke Nelson,Cheltenham,England,United Kingdom,GL50
21028,AW00021028,Joe Suri,Cambridge,England,United Kingdom,CB4 4BZ
21029,AW00021029,Kristi Martin,Saarlouis,Saarland,Germany,66740
21030,AW00021030,Lindsay Xu,Paris,Seine (Paris),France,75006
21031,AW00021031,Cassie She,Roncq,Nord,France,59223
21032,AW00021032,Brendan Shan,Hamburg,Hessen,Germany,22001
21033,AW00021033,Preston Subram,Saint Ouen,Loir et Cher,France,41100
21034,AW00021034,Jacqueline Kelly,Kirkby,England,United Kingdom,KB9
21035,AW00021035,Roy Sanchez,Eilenburg,Brandenburg,Germany,04838
21036,AW00021036,Ruben Hernandez,Peterborough,England,United Kingdom,PB12
21037,AW00021037,Bruce Arun,Paderborn,Nordrhein-Westfalen,Germany,33098
21038,AW00021038,Pedro Lopez,Paris,Seine (Paris),France,75008
21039,AW00021039,Jill Ramos,Cambridge,England,United Kingdom,CB4 4BZ
21040,AW00021040,Chad Luo,W. York,England,United Kingdom,BD1 4SJ
21041,AW00021041,Eddie Serrano,Paris,Seine (Paris),France,75012
21042,AW00021042,Jon Liang,Salzgitter,Hessen,Germany,38231
21043,AW00021043,Johnathan McDonald,Berlin,Hamburg,Germany,12311
21044,AW00021044,Franklin Zheng,Liverpool,England,United Kingdom,L4 4HB
21045,AW00021045,Evelyn Prasad,Roubaix,Nord,France,59100
21046,AW00021046,Terrance Suri,London,England,United Kingdom,W1X3SE
21047,AW00021047,Sheena Andersen,Poing,Saarland,Germany,66041
21048,AW00021048,Karen Liang,Orleans,Loiret,France,45000
21049,AW00021049,James Sharma,Peterborough,England,United Kingdom,PB12
21050,AW00021050,Alan Cai,Paris,Seine (Paris),France,75019
21051,AW00021051,Sabrina Alonso,Ingolstadt,Bayern,Germany,85049
21052,AW00021052,Sheena Xu,Ingolstadt,Bayern,Germany,85049
21053,AW00021053,Jamie Vazquez,Oxford,England,United Kingdom,OX1
21054,AW00021054,Keith Jai,Villeneuve-d'Ascq,Nord,France,59491
21055,AW00021055,Kristi Carlson,Hof,Bayern,Germany,95010
21056,AW00021056,Walter Munoz,Gloucestershire,England,United Kingdom,GL7 1RY
21057,AW00021057,Elizabeth Butler,Bottrop,Nordrhein-Westfalen,Germany,46236
21058,AW00021058,Meredith Suri,Verrieres Le Buisson,Essonne,France,91370
21059,AW00021059,Misty Chande,Villeneuve-d'Ascq,Nord,France,59491
21060,AW00021060,Jaclyn Tang,Newcastle upon Tyne,England,United Kingdom,NT20
21061,AW00021061,Desiree Suarez,Paris,Seine (Paris),France,75009
21062,AW00021062,Miranda Barnes,Tremblay-en-France,Seine Saint Denis,France,93290
21063,AW00021063,Louis Li,Roncq,Nord,France,59223
21064,AW00021064,Colleen Sun,Saint Ouen,Somme,France,80610
21065,AW00021065,Robert Thompson,Saarlouis,Saarland,Germany,66740
21066,AW00021066,Ebony Arun,West Sussex,England,United Kingdom,RH15 9UD
21067,AW00021067,Frank Jimenez,Lancaster,England,United Kingdom,LA1 1LN
21068,AW00021068,Lawrence Jimenez,Bury,England,United Kingdom,PE17
21069,AW00021069,Colin Lu,Oxford,England,United Kingdom,OX1
21070,AW00021070,Latoya Yuan,Les Ulis,Essonne,France,91940
21071,AW00021071,Lindsey Pal,Milton Keynes,England,United Kingdom,MK8 8ZD
21072,AW00021072,Dominic Sanchez,Roncq,Nord,France,59223
21073,AW00021073,Catherine Kelly,Hof,Bayern,Germany,95010
21074,AW00021074,Diane Carlson,Oxford,England,United Kingdom,OX14 4SE
21075,AW00021075,Manuel Rana,Saarlouis,Saarland,Germany,66740
21076,AW00021076,Terrence Nath,Eilenburg,Brandenburg,Germany,04838
21077,AW00021077,Rachel James,Drancy,Seine Saint Denis,France,93700
21078,AW00021078,Grace Gray,Metz,Moselle,France,57000
21079,AW00021079,Lee Carlson,Wokingham,England,United Kingdom,RG41 1QW
21080,AW00021080,Ebony Lopez,Versailles,Yveline,France,78000
21081,AW00021081,Xavier Smith,Paris,Seine (Paris),France,75007
21082,AW00021082,Jason Edwards,Frankfurt,Hessen,Germany,60323
21083,AW00021083,Trisha Chen,Milton Keynes,England,United Kingdom,MK8 8ZD
21084,AW00021084,Clarence Deng,Paris La Defense,Hauts de Seine,France,92081
21085,AW00021085,Leslie Vazquez,Saarbrücken,Saarland,Germany,66001
21086,AW00021086,Katelyn Bell,Ingolstadt,Bayern,Germany,85049
21087,AW00021087,Rebecca Scott,Ingolstadt,Bayern,Germany,85049
21088,AW00021088,Alvin Anand,Paris,Seine (Paris),France,75009
21089,AW00021089,Yiroyuki Sato,Sèvres,Hauts de Seine,France,92310
21090,AW00021090,Thomas Garcia,Villeneuve-d'Ascq,Nord,France,59491
